id,relid,year,start_year,end_year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,iso3,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
,,#date+year,#date+year+start,#date+year+end,,,,,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,,#adm1+name,#adm2+name,#geo+lat,#country+code,#geo+lon,,,#country+name,,#region+name,,,#date+start,#date+end,,,,,#affected+killed,,,,
180008,ISR-2010-1-381-3110,2010,2010,2010,0,Clear,1,234,234,Israel: Palestine,477,477,Government of Israel - Hamas,121,121,Government of Israel,209,209,Hamas,-1,"Reuters, 2010-01-06, ""UPDATE 2-Egypt, Hamas exchange fire on Gaza frontier, 1 dead "", BBC Monitoring, 2010-01-06, ""(Corr) Egyptian soldier killed by Palestinian sniper - Egyptian TV",,,,"Egyptian army, witnesses",1,Rafah border corssing,"Egyptian side of Rafah border crossing, Gaza Strip",North Sinai governorate,,31.247590,EGY,34.257429,POINT (34.257429 31.247590),174669,Egypt,651,Middle East,1,1,2010-01-06 00:00:00.000,2010-01-06 00:00:00.000,1,0,0,0,1,1,1,666,
7198,EGY-1992-1-241-1,1992,1992,1992,0,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"Globe and Mail, 1992-08-24, ""WORLD IN BRIEF Curfew imposed on Egyptian town",,,,police,1,Dayrut town,"Dayrut town, Assiut governorate",Assiut governorate,,27.558611,EGY,30.807778,POINT (30.807778 27.558611),169622,Egypt,651,Middle East,1,1,1992-08-23 00:00:00.000,1992-08-23 00:00:00.000,0,7,0,0,7,7,7,651,
7499,EGY-1992-1-241-2,1992,1992,1992,0,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1992-12-10, ""Egypt Tightens the Net Around Its Militant Opposition",,,,police,2,Cairo city,Cairo city (near),Cairo governorate,,30.050000,EGY,31.250000,POINT (31.250000 30.050000),173223,Egypt,651,Middle East,1,1,1992-12-09 00:00:00.000,1992-12-09 00:00:00.000,0,3,0,0,3,3,3,651,
7501,EGY-1992-1-241-3,1992,1992,1992,0,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"Straits Times, 1992-12-13, ""Muslim militant chief held in raids on Cairo stronghold",,,,police,1,Cairo city,Cairo city (Imbaba section/neighborhood),Cairo governorate,,30.050000,EGY,31.250000,POINT (31.250000 30.050000),173223,Egypt,651,Middle East,1,2,1992-12-10 00:00:00.000,1992-12-13 00:00:00.000,1,0,0,0,1,1,1,651,
7500,EGY-1993-1-241-1,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"IHT, 1993-02-02, ""Egypt Myslims Call Raids 'Holy War",,,,police,1,Cairo city,Cairo city (Bulaq district),Cairo governorate,,30.050000,EGY,31.250000,POINT (31.250000 30.050000),173223,Egypt,651,Middle East,1,1,1993-01-24 00:00:00.000,1993-01-24 00:00:00.000,0,0,0,0,0,2,0,651,
6744,EGY-1993-1-241-2,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"Svenska Dagbladet, 1993-02-18, ""Fanatiker beskt turistbussar",,,,police,1,Monfalut town,"Monfalut town, Assiut  governorate",Assiut governorate,,27.311111,EGY,30.969444,POINT (30.969444 27.311111),168902,Egypt,651,Middle East,1,1,1993-02-16 00:00:00.000,1993-02-16 00:00:00.000,0,1,0,0,1,1,1,651,
7250,EGY-1993-1-241-3,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"IHT, 1993-03-05, ""http://www.visionofhumanity.org/gpi/home.php",,,,police,4,Assiut governorate,Assiut governorate,Assiut governorate,,27.333333,EGY,30.833333,POINT (30.833333 27.333333),168902,Egypt,651,Middle East,1,1,1993-03-05 00:00:00.000,1993-03-05 00:00:00.000,1,0,1,0,2,2,2,651,
7423,EGY-1993-1-241-4,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-03-11, ""21 Reported Killed In 9 Egyptian Raids On Muslim Militants",,,,Interior Ministry,1,Aswan town,Aswan town,Aswan governorate,,24.087500,EGY,32.898889,POINT (32.898889 24.087500),164586,Egypt,651,Middle East,1,1,1993-03-06 00:00:00.000,1993-03-06 00:00:00.000,1,0,0,0,1,1,1,651,
7049,EGY-1993-1-241-5,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-03-11, ""21 Reported Killed In 9 Egyptian Raids On Muslim Militants",,,,Interior Ministry,1,Cairo city,Cairo city,Cairo governorate,,30.050000,EGY,31.250000,POINT (31.250000 30.050000),173223,Egypt,651,Middle East,1,1,1993-03-09 00:00:00.000,1993-03-09 00:00:00.000,3,8,0,0,11,11,11,651,
7052,EGY-1993-1-241-6,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-03-11, ""21 Reported Killed In 9 Egyptian Raids On Muslim Militants",,,,Interior Ministry,1,Aswan town,Aswan town (Al-Rahman mosque),Aswan governorate,,24.087500,EGY,32.898889,POINT (32.898889 24.087500),164586,Egypt,651,Middle East,1,1,1993-03-09 00:00:00.000,1993-03-09 00:00:00.000,0,8,0,0,8,8,8,651,
7134,EGY-1993-1-241-7,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-03-11, ""21 Reported Killed In 9 Egyptian Raids On Muslim Militants",,,,Interior Ministry,1,Cairo city,Cairo city (Imbaba section/neighborhood),Cairo governorate,,30.050000,EGY,31.250000,POINT (31.250000 30.050000),173223,Egypt,651,Middle East,1,1,1993-03-10 00:00:00.000,1993-03-10 00:00:00.000,0,2,2,0,4,4,4,651,
7302,EGY-1993-1-241-8,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-03-12, ""Egyptian Officer Dies; Radicals Are Blamed",,,,police,1,Sohag town,Sohag town,Sohag governorate,,26.550000,EGY,31.700000,POINT (31.700000 26.550000),168184,Egypt,651,Middle East,1,1,1993-03-11 00:00:00.000,1993-03-11 00:00:00.000,1,0,0,0,1,1,1,651,
7009,EGY-1993-1-241-9,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"AP, 1993-03-17, ""150 arrested in raid, officer killed",,,,police,1,Al Badari,Al Badari island,Assiut governorate,,26.983333,EGY,31.400000,POINT (31.400000 26.983333),168183,Egypt,651,Middle East,1,1,1993-03-16 00:00:00.000,1993-03-16 00:00:00.000,1,0,0,0,1,1,1,651,
7456,EGY-1993-1-241-10,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"Toronto Star, 1993-03-17, ""Egyptian police clash with Muslim militants"", Toroto Star, 1993-03-18, ""12 killed, 20 hurt in crackdown on Egyptian fundamentalists",,,,police,1,Assiut town,Assiut town,Assiut governorate,,27.180956,EGY,31.183683,POINT (31.183683 27.180956),168903,Egypt,651,Middle East,1,1,1993-03-17 00:00:00.000,1993-03-17 00:00:00.000,2,11,0,0,13,13,13,651,
7120,EGY-1993-1-241-11,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-03-21, ""EGYPT CONTINUES RAIDS ON MILITANTS",,,,police,1,Assiut town,Assiut town,Assiut governorate,,27.180956,EGY,31.183683,POINT (31.183683 27.180956),168903,Egypt,651,Middle East,1,1,1993-03-20 00:00:00.000,1993-03-20 00:00:00.000,0,1,0,0,1,1,1,651,
6750,EGY-1993-1-241-13,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"IHT, 1993-03-30, ""As Attacks Mount, Egypt Foils a Bombing",,,,police,1,Cairo city,Cairo city,Cairo governorate,,30.050000,EGY,31.250000,POINT (31.250000 30.050000),173223,Egypt,651,Middle East,1,1,1993-03-27 00:00:00.000,1993-03-27 00:00:00.000,0,0,0,0,0,1,0,651,
7261,EGY-1993-1-241-12,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-03-28, ""Bomb in Downtown Cairo Kills One and Injures 7"", IHT, 1993-03-30, ""As Attacks Mount, Egypt Foils a Bombing",,,,police,1,Cairo city,Cairo city,Cairo governorate,,30.050000,EGY,31.250000,POINT (31.250000 30.050000),173223,Egypt,651,Middle East,1,1,1993-03-27 00:00:00.000,1993-03-27 00:00:00.000,0,0,0,0,0,1,0,651,
7164,EGY-1993-1-241-14,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"The Plain Dealer, 1993-04-12, ""SENIOR POLICE OFFICER KILLED BY REBELS IN EGYPT"", NY Times, 1993-04-14, ""Egypt's Islam Militants Say They Killed Aide",,,,Interior Ministry,1,Abu Tig town,Abu Tig town (village),Assiut governorate,,27.033333,EGY,31.316667,POINT (31.316667 27.033333),168903,Egypt,651,Middle East,1,1,1993-04-11 00:00:00.000,1993-04-11 00:00:00.000,3,0,0,0,3,3,3,651,
7417,EGY-1993-1-241-15,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"IHT, 1993-05-10, ""Muslim Suspects Kill 3 Egypt Police",,,,police,1,Assiut town,Assiut town,Assiut governorate,,27.180956,EGY,31.183683,POINT (31.183683 27.180956),168903,Egypt,651,Middle East,1,1,1993-05-09 00:00:00.000,1993-05-09 00:00:00.000,2,0,0,0,2,2,2,651,
7006,EGY-1993-1-241-16,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"New Digest, p.39488",,,,"police, army",4,Assiut governorate,Assiut governorate,Assiut governorate,,27.333333,EGY,30.833333,POINT (30.833333 27.333333),168902,Egypt,651,Middle East,1,1,1993-05-10 00:00:00.000,1993-05-10 00:00:00.000,2,0,0,0,2,2,2,651,
7039,EGY-1993-1-241-17,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"Times, 1993-05-22, ""Cairo bombing"", Times, 1993-05-24, ""Death toll from Cairo bomb rises",,,,police,1,Cairo city,Cairo city,Cairo governorate,,30.050000,EGY,31.250000,POINT (31.250000 30.050000),173223,Egypt,651,Middle East,1,1,1993-05-21 00:00:00.000,1993-05-21 00:00:00.000,0,0,0,0,0,7,0,651,
7251,EGY-1993-1-241-18,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"News Digest for June 1993, p.39537",,,,police,4,Assiut governorate,Assiut governorate,Assiut governorate,,27.333333,EGY,30.833333,POINT (30.833333 27.333333),168902,Egypt,651,Middle East,1,1,1993-06-19 00:00:00.000,1993-06-19 00:00:00.000,1,0,0,0,1,1,1,651,
7014,EGY-1993-1-241-19,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"News Digest for June 1993, p.39537",,,,p,1,Assiut town,Assiut town,Assiut governorate,,27.180956,EGY,31.183683,POINT (31.183683 27.180956),168903,Egypt,651,Middle East,1,1,1993-06-23 00:00:00.000,1993-06-23 00:00:00.000,0,2,0,0,2,2,2,651,
7236,EGY-1993-1-241-20.2,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"Straits Times, 1993-07-09, ""Fundamentalist Islamic militants threaten survival of Egyptian govt",,,,police,4,Assiut governorate,Assiut governorate,Assiut governorate,,27.333333,EGY,30.833333,POINT (30.833333 27.333333),168902,Egypt,651,Middle East,1,3,1993-07-03 00:00:00.000,1993-07-09 00:00:00.000,2,0,0,0,2,2,2,651,
7408,EGY-1993-1-241-20.1,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"Straits Times, 1993-07-09, ""Fundamentalist Islamic militants threaten survival of Egyptian govt",,,,police,1,Assiut town,Assiut town,Assiut governorate,,27.180956,EGY,31.183683,POINT (31.183683 27.180956),168903,Egypt,651,Middle East,1,3,1993-07-03 00:00:00.000,1993-07-09 00:00:00.000,2,0,0,0,2,2,2,651,
7432,EGY-1993-1-241-21,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"Reuters News Agency, 1993-07-19, ""WORLD IN BRIEF Four killed in gun battle",,,,police,1,Cairo city,Cairo city,Cairo governorate,,30.050000,EGY,31.250000,POINT (31.250000 30.050000),173223,Egypt,651,Middle East,1,1,1993-07-18 00:00:00.000,1993-07-18 00:00:00.000,1,2,1,2,6,6,6,651,
7318,EGY-1993-1-241-22,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-08-09, ""Egyptian Official Slain By Suspected Militants",,,,police,1,Nag Hamadi town,Nag Hamadi town,Qena governorate,,26.051389,EGY,32.238611,POINT (32.238611 26.051389),167465,Egypt,651,Middle East,1,1,1993-08-07 00:00:00.000,1993-08-07 00:00:00.000,3,0,0,0,3,3,3,651,
7339,EGY-1993-1-241-23,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"News Digest for August 1993, p.39617",,,,police,1,Aswan town,Aswan town,Aswan governorate,,24.087500,EGY,32.898889,POINT (32.898889 24.087500),164586,Egypt,651,Middle East,1,1,1993-08-10 00:00:00.000,1993-08-10 00:00:00.000,0,0,0,0,0,1,0,651,
7484,EGY-1993-1-241-27,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"Washington Post, 1993-10-03, ""Mubarak Set to Win Third Term As Egypt Faces Difficult Times",,,,police,4,Assiut governorate,Assiut governorate,Assiut governorate,,27.333333,EGY,30.833333,POINT (30.833333 27.333333),168902,Egypt,651,Middle East,2,4,1993-09-01 00:00:00.000,1993-09-30 00:00:00.000,7,0,0,0,7,7,7,651,
7241,EGY-1993-1-241-32,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"Washington Post, 1993-11-26, ""Government, Radicals Struggle for Egypt on the Upper Nile",,,,police,6,Egypt,Egypt,,,27.000000,EGY,30.000000,POINT (30.000000 27.000000),168901,Egypt,651,Middle East,2,5,1993-09-01 00:00:00.000,1993-11-26 00:00:00.000,6,0,0,0,6,6,6,651,
7030,EGY-1993-1-241-24,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"Times, 1993-09-20, ""Tourists attacked in Egypt",,,,police,1,Aswan town,Aswan town,Aswan governorate,,24.087500,EGY,32.898889,POINT (32.898889 24.087500),164586,Egypt,651,Middle East,1,1,1993-09-13 00:00:00.000,1993-09-13 00:00:00.000,1,0,0,0,1,1,1,651,
7406,EGY-1993-1-241-26,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"IHT, 1993-09-22, ""Militants suspected in Egypt killings",,,,police,1,Assiut town,Assiut town,Assiut governorate,,27.180956,EGY,31.183683,POINT (31.183683 27.180956),168903,Egypt,651,Middle East,1,1,1993-09-22 00:00:00.000,1993-09-22 00:00:00.000,1,0,0,0,1,1,1,651,
7486,EGY-1993-1-241-25,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-09-26, ""Policeman Is Slain in Egypt; Security Aides Cite Militants"", IHT 1993-09-27",,,,police,1,Nazlet Bakour village,"Nazlet Bakour village ( village of Nazlet Bakour, 215 miles south of the capital, in the southern province of Asyut)",Assiut governorate,,27.087144,EGY,31.305550,POINT (31.305550 27.087144),168903,Egypt,651,Middle East,1,1,1993-09-26 00:00:00.000,1993-09-26 00:00:00.000,1,0,0,0,1,1,1,651,
7508,EGY-1993-1-241-28,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-10-29, ""Top Eygptian Police Official Slain in Militant Stronghold",,,,police,1,Abu Tig town,Abu Tig town (village),Assiut governorate,,27.033333,EGY,31.316667,POINT (31.316667 27.033333),168903,Egypt,651,Middle East,1,1,1993-10-26 00:00:00.000,1993-10-26 00:00:00.000,1,0,0,0,1,1,1,651,
7487,EGY-1993-1-241-29,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-10-29, ""Top Eygptian Police Official Slain in Militant Stronghold",,,,police,1,Qena town,Qena town,Qena governorate,,26.170000,EGY,32.727222,POINT (32.727222 26.170000),167466,Egypt,651,Middle East,1,1,1993-10-28 00:00:00.000,1993-10-28 00:00:00.000,1,0,0,0,1,1,1,651,
7440,EGY-1993-1-241-30,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"News Digest for November, p.39759",,,,police,4,Assiut governorate,Assiut governorate,Assiut governorate,,27.333333,EGY,30.833333,POINT (30.833333 27.333333),168902,Egypt,651,Middle East,1,1,1993-11-01 00:00:00.000,1993-11-01 00:00:00.000,1,0,0,0,1,1,1,651,
7270,EGY-1993-1-241-31,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"News Digest for November, p.39759",,,,police,4,Assiut governorate,Assiut governorate,Assiut governorate,,27.333333,EGY,30.833333,POINT (30.833333 27.333333),168902,Egypt,651,Middle East,1,1,1993-11-10 00:00:00.000,1993-11-10 00:00:00.000,1,0,0,0,1,1,1,651,
7178,EGY-1993-1-241-33,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-12-20, ""10 Killed in Gun Battles in Southern Egypt",,,,security sources,1,Monfalut town,"Monfalut town, Assiut  governorate",Assiut governorate,,27.311111,EGY,30.969444,POINT (30.969444 27.311111),168902,Egypt,651,Middle East,1,1,1993-12-19 00:00:00.000,1993-12-19 00:00:00.000,0,1,0,0,1,1,1,651,
7494,EGY-1993-1-241-34,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-12-20, ""10 Killed in Gun Battles in Southern Egypt"", IHT, 1993-12-27, ""4 police officers are killed in Egypt",,,,security sources,1,Assiut town,Assiut town,Assiut governorate,,27.180956,EGY,31.183683,POINT (31.183683 27.180956),168903,Egypt,651,Middle East,1,1,1993-12-19 00:00:00.000,1993-12-19 00:00:00.000,5,3,0,0,8,12,8,651,
7334,EGY-1993-1-241-35,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-12-21, ""Egypt Executes 6 Militants as Killings Rise",,,,police,1,Assiut town,Assiut town,Assiut governorate,,27.180956,EGY,31.183683,POINT (31.183683 27.180956),168903,Egypt,651,Middle East,1,1,1993-12-20 00:00:00.000,1993-12-20 00:00:00.000,1,0,0,0,1,1,1,651,
7197,EGY-1993-1-241-36,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"St.Louis Dispatch, 1993-12-26, ""MILITANTS BOMB TOUR BUS IN EGYPT, WOUNDING 16"", Times, 1993-12-27, ""police shot",,,,police,1,El Qusiya town,El Qusiya town,Assiut governorate,,27.444444,EGY,30.816667,POINT (30.816667 27.444444),168902,Egypt,651,Middle East,1,1,1993-12-26 00:00:00.000,1993-12-26 00:00:00.000,4,0,1,0,5,5,5,651,
7438,EGY-1993-1-241-37,1993,1993,1993,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1993-12-30, ""2 Are Killed in Egyptian Raid On Muslim Militant Hideout",,,,police,1,Al Badari,Al Badari island,Assiut governorate,,26.983333,EGY,31.400000,POINT (31.400000 26.983333),168183,Egypt,651,Middle East,1,1,1993-12-29 00:00:00.000,1993-12-29 00:00:00.000,1,1,0,0,2,2,2,651,
7021,EGY-1994-1-241-1,1994,1994,1994,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"Times, 1994-01-11, ""Policemen shot",,,,police,1,Assiut town,Assiut town,Assiut governorate,,27.180956,EGY,31.183683,POINT (31.183683 27.180956),168903,Egypt,651,Middle East,1,1,1994-01-10 00:00:00.000,1994-01-10 00:00:00.000,2,0,0,0,2,2,2,651,
7485,EGY-1994-1-241-2,1994,1994,1994,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"C.I. February 1994, Keesings record of world events, p.39837",,,,police,1,Assiut town,Assiut town,Assiut governorate,,27.180956,EGY,31.183683,POINT (31.183683 27.180956),168903,Egypt,651,Middle East,1,1,1994-01-13 00:00:00.000,1994-01-13 00:00:00.000,3,0,0,0,3,3,3,651,
7467,EGY-1994-1-241-3,1994,1994,1994,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"NY Times, 1994-01-20, ""Egypt Seizes 60 Militants"", Tehran Times, 1994-01-20, ""2 die in police sweep through Cairo suburb",,,,Interior Ministry,1,Helwan,Helwan (southern suburb of Cairo city),Cairo governorate,,29.850000,EGY,31.333333,POINT (31.333333 29.850000),172503,Egypt,651,Middle East,1,1,1994-01-19 00:00:00.000,1994-01-19 00:00:00.000,1,2,0,0,3,3,3,651,
7034,EGY-1994-1-241-4,1994,1994,1994,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,C.I. February 1994,,,,police,5,Southern Egypt,Southern Egypt,,,23.083333,EGY,32.666667,POINT (32.666667 23.083333),163146,Egypt,651,Middle East,1,1,1994-01-27 00:00:00.000,1994-01-27 00:00:00.000,3,0,0,0,3,3,3,651,
7175,EGY-1994-1-241-5,1994,1994,1994,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"USA Today, 1994-02-01, ""Bosnia peace hopes dim; U.N. chief backs air strikes"", NY Times, 1994-02-03, ""Radical Islam Group Warns Foreigners to Leave Egypt",,,,police,1,Cairo city,Cairo city,Cairo governorate,,30.050000,EGY,31.250000,POINT (31.250000 30.050000),173223,Egypt,651,Middle East,1,1,1994-02-01 00:00:00.000,1994-02-01 00:00:00.000,0,7,0,0,7,7,7,651,
7022,EGY-1994-1-241-10,1994,1994,1994,1,Clear,1,391,391,Egypt: Government,838,838,Government of Egypt - al-Gama'a al-Islamiyya,117,117,Government of Egypt,341,341,al-Gama'a al-Islamiyya,-1,"Globe and Mail, 1994-02-19, ""War against terror breeds more terror",,,,police,6,Egypt,Egypt,,,27.000000,EGY,30.000000,POINT (30.000000 27.000000),168901,Egypt,651,Middle East,2,4,1994-02-01 00:00:00.000,1994-02-19 00:00:00.000,2,0,0,0,2,2,2,651,
