id,relid,year,start_year,end_year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,iso3,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
,,#date+year,#date+year+start,#date+year+end,,,,,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,,#adm1+name,#adm2+name,#geo+lat,#country+code,#geo+lon,,,#country+name,,#region+name,,,#date+start,#date+end,,,,,#affected+killed,,,,
237637,AFG-2017-3-973-4,2017,2017,2017,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,33,"""Reuters News,2017-04-09,Two killed in suicide bombing outside Alexandria church: Egypt state TV"";""Agence France Presse,2017-04-09,Six dead in bomb blast at church in Egypt's Alexandria: ministry"";""Xinhua News Agency,2017-04-09,1st LD: 11 killed, 35 injured in suicide bombing in Egypt's Alexandria"";""Agence France Presse,2017-04-09,Suicide bomber behind Alexandria church blast: Egypt police"";""Associated Press Newswires,2017-04-09,Islamic State group claims attacks on two Coptic churches in Egypt that killed dozens"";""Reuters News,2017-04-09,Islamic State claims responsibility for two Egypt church attacks: Amaq"";""Xinhua News Agency,2017-04-09,Turkey condemns church bomb attacks in Egypt"";""Xinhua News Agency,2017-04-09,IS group claims Egypt's twin church blasts killing 38"";""Xinhua News Agency,2017-04-09,Xinhua world news summary at 1530 GMT, April 9"";""BBC Monitoring Middle East,2017-04-09,Arab leaders condemn Egypt churches blasts"";""Reuters News,2017-04-09,Islamic State says Egypt church bombings carried out by militants with suicide vests: statement"";""Xinhua News Agency,2017-04-09,Spotlight: UN slams deadly terrorist attacks in north Egypt"";""Reuters News,2017-04-09,Palm Sunday bombings of Egyptian Coptic churches kill 44"";""Reuters News,2017-04-09,Egypt's Sisi says three-month state of emergency to be declared"";""Xinhua News Agency,2017-04-09,Roundup: Egypt declares 3-month emergency state after deadly church blasts"";""Xinhua News Agency,2017-04-10,Singapore strongly condemns twin terror attacks in Egypt"";""BBC Monitoring Middle East,2017-04-10,Egypt's Sisi declares emergency, anti-extremism council"";""Reuters News,2017-04-10,Rage at abandonment by the state as Egypt's Christians dig graves after bombing"";""Xinhua News Agency,2017-04-10,China strongly condemns church terrorist attacks in Egypt"";""Xinhua News Agency,2017-04-10,Egypt's cabinet approves 3-month state of emergency nationwide"";""Agence France Presse,2017-04-10,TOPSHOTS Egypt set for emergency rule after church attacks"";""BBC Monitoring Middle East,2017-04-10,Egypt TVs air live funeral of church attack's victims"";""Reuters News,2017-04-10,Egypt's cabinet approves three-month state of emergency"";""BBC Monitoring Middle East,2017-04-10,Egypt Muslim Brotherhood condemns church attacks"";""Xinhua News Agency,2017-04-10,Xi extends condolences to Egyptian president over terrorist attacks"";""Agence France Presse,2017-04-10,Pope still plans Egypt visit despite bombings"";""Agence France Presse,2017-04-10,Trump calls Sisi to offer condolences after bombing"";""BBC Monitoring Middle East,2017-04-10,Timeline: Major attacks on Egypt's Coptic Christians"";""BBC Monitoring Middle East,2017-04-10,IS Egypt church attacks boost group's profile"";""Xinhua News Agency,2017-04-10,Trump denounces terror attacks on churches in Egypt"";""Xinhua News Agency,2017-04-10,Pakistan condemns terrorist attacks in Egypt"";""Reuters News,2017-04-10,Pope visit to Egypt to go ahead despite blasts but security big concern"";""Tahrir Institute for Middle East Policy,2018-07-27,FIVE YEARS OF EGYPT’S WAR ON TERROR""",Reuters News;Agence France Presse;Xinhua News Agency;Agence France Presse;Associated Press Newswires;Reuters News;Xinhua News Agency;Xinhua News Agency;Xinhua News Agency;BBC Monitoring Middle East;Reuters News;Xinhua News Agency;Reuters News;Reuters News;Xinhua News Agency;Xinhua News Agency;BBC Monitoring Middle East;Reuters News;Xinhua News Agency;Xinhua News Agency;Agence France Presse;BBC Monitoring Middle East;Reuters News;BBC Monitoring Middle East;Xinhua News Agency;Agence France Presse;Agence France Presse;BBC Monitoring Middle East;BBC Monitoring Middle East;Xinhua News Agency;Xinhua News Agency;Reuters News;Tahrir Institute for Middle East Policy,2017-04-09;2017-04-09;2017-04-09;2017-04-09;2017-04-09;2017-04-09;2017-04-09;2017-04-09;2017-04-09;2017-04-09;2017-04-09;2017-04-09;2017-04-09;2017-04-09;2017-04-09;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2017-04-10;2018-07-27,"Two killed in suicide bombing outside Alexandria church: Egypt state TV;Six dead in bomb blast at church in Egypt's Alexandria: ministry;1st LD: 11 killed, 35 injured in suicide bombing in Egypt's Alexandria;Suicide bomber behind Alexandria church blast: Egypt police;Islamic State group claims attacks on two Coptic churches in Egypt that killed dozens;Islamic State claims responsibility for two Egypt church attacks: Amaq;Turkey condemns church bomb attacks in Egypt;IS group claims Egypt's twin church blasts killing 38;Xinhua world news summary at 1530 GMT, April 9;Arab leaders condemn Egypt churches blasts;Islamic State says Egypt church bombings carried out by militants with suicide vests: statement;Spotlight: UN slams deadly terrorist attacks in north Egypt;Palm Sunday bombings of Egyptian Coptic churches kill 44;Egypt's Sisi says three-month state of emergency to be declared;Roundup: Egypt declares 3-month emergency state after deadly church blasts;Singapore strongly condemns twin terror attacks in Egypt;Egypt's Sisi declares emergency, anti-extremism council;Rage at abandonment by the state as Egypt's Christians dig graves after bombing;China strongly condemns church terrorist attacks in Egypt;Egypt's cabinet approves 3-month state of emergency nationwide;TOPSHOTS Egypt set for emergency rule after church attacks;Egypt TVs air live funeral of church attack's victims;Egypt's cabinet approves three-month state of emergency;Egypt Muslim Brotherhood condemns church attacks;Xi extends condolences to Egyptian president over terrorist attacks;Pope still plans Egypt visit despite bombings;Trump calls Sisi to offer condolences after bombing;Timeline: Major attacks on Egypt's Coptic Christians;IS Egypt church attacks boost group's profile;Trump denounces terror attacks on churches in Egypt;Pakistan condemns terrorist attacks in Egypt;Pope visit to Egypt to go ahead despite blasts but security big concern;FIVE YEARS OF EGYPT’S WAR ON TERROR",Egypt's health ministry,1,Alexandria town,Alexandria,Alexandria governorate,,31.215645,EGY,29.955266,POINT (29.955266 31.215645),174660,Egypt,651,Middle East,1,1,2017-04-09 00:00:00.000,2017-04-09 00:00:00.000,0,0,11,7,18,18,18,,
237999,AFG-2017-3-973-9,2017,2017,2017,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Associated Press Newswires,2017-05-06,Decapitated bodies found in Egyptian Sinai border town""",Associated Press Newswires,2017-05-06,Decapitated bodies found in Egyptian Sinai border town,according to security officials and witnesses,1,Yamit village,"the family home in the village of Yamit, west of Rafah",North Sinai governorate,,31.275440,EGY,34.167900,POINT (34.167900 31.275440),174669,Egypt,651,Middle East,1,3,2017-04-24 00:00:00.000,2017-04-30 00:00:00.000,0,0,1,0,1,1,1,,
237997,AFG-2017-3-973-8,2017,2017,2017,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Associated Press Newswires,2017-05-06,Decapitated bodies found in Egyptian Sinai border town""",Associated Press Newswires,2017-05-06,Decapitated bodies found in Egyptian Sinai border town,according to security officials and witnesses,1,Rafah town,in the northern Sinai town of Rafah,North Sinai governorate,,31.287806,EGY,34.238071,POINT (34.238071 31.287806),174669,Egypt,651,Middle East,1,2,2017-05-04 00:00:00.000,2017-05-06 00:00:00.000,0,0,3,0,3,3,3,,
238000,AFG-2017-3-973-10,2017,2017,2017,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Associated Press Newswires,2017-05-07,IS militants kill Christian man in northern Sinai""",Associated Press Newswires,2017-05-07,IS militants kill Christian man in northern Sinai,security officials,1,Al ‘Arish town,the coastal city of el-Arish,North Sinai governorate,,31.128660,EGY,33.797117,POINT (33.797117 31.128660),174668,Egypt,651,Middle East,1,1,2017-05-06 00:00:00.000,2017-05-06 00:00:00.000,0,0,1,0,1,1,1,,
241292,AFG-2017-3-973-246,2017,2017,2017,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""ICG,2017-05-31,Egypt  MAY 2017""",ICG,2017-05-31,Egypt  MAY 2017,,1,Rafah town,,North Sinai governorate,,31.287806,EGY,34.238071,POINT (34.238071 31.287806),174669,Egypt,651,Middle East,1,1,2017-05-20 00:00:00.000,2017-05-20 00:00:00.000,0,0,0,0,0,1,0,,
241293,AFG-2017-3-973-244,2017,2017,2017,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""ICG,2017-05-31,Egypt  MAY 2017""",ICG,2017-05-31,Egypt  MAY 2017,,1,Al ‘Arish town,,North Sinai governorate,,31.128660,EGY,33.797117,POINT (33.797117 31.128660),174668,Egypt,651,Middle East,1,1,2017-05-20 00:00:00.000,2017-05-20 00:00:00.000,0,0,0,0,0,1,0,,
238022,AFG-2017-3-973-11,2017,2017,2017,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,4,"""Agence France Presse,2017-05-26,New attack on Egypt Christians kills 28"";""Reuters News,2017-05-27,Grief, rage in Egyptian church after Copts attacked by gunmen"";""Xinhua News Agency,2017-05-27,Urgent: Islamic state claims responsibility for deadly Egypt bus attack on Christians"";""BBC,2017-05-26,Egypt Coptic Christians killed in bus attack""",Agence France Presse;Reuters News;Xinhua News Agency;BBC,2017-05-26;2017-05-27;2017-05-27;2017-05-26,"New attack on Egypt Christians kills 28;Grief, rage in Egyptian church after Copts attacked by gunmen;Urgent: Islamic state claims responsibility for deadly Egypt bus attack on Christians;Egypt Coptic Christians killed in bus attack","officials
statement of the group",1,Al Edwah village,"near the village of Adwa in northern Minya Governorate, near the border with Beni Suef Governorate
the bus as it was heading for the Saint Samuel monastery in Minya province, more than 200 kilometres (120 miles) from Cairo",Al Minya governorate,,28.708647,EGY,30.746250,POINT (30.746250 28.708647),171062,Egypt,651,Middle East,1,1,2017-05-26 00:00:00.000,2017-05-26 00:00:00.000,0,0,29,0,29,29,29,,
241291,AFG-2017-3-973-245,2017,2017,2017,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""ICG,2017-06-30,Egypt  JUNE 2017""",ICG,2017-06-30,Egypt  JUNE 2017,,1,Al ‘Arish town,al-Arish city,North Sinai governorate,,31.128660,EGY,33.797117,POINT (33.797117 31.128660),174668,Egypt,651,Middle East,1,1,2017-06-20 00:00:00.000,2017-06-20 00:00:00.000,0,0,0,0,0,1,0,,
239553,AFG-2017-3-973-48,2017,2017,2017,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,17,"""Reuters News,2017-07-14,UPDATE 5-Two German tourists stabbed to death on Egyptian beach"";""Xinhua News Agency,2017-07-14,3rd LD-Writethru: 2 German tourists killed in knife attack in Egypt's Hurghada"";""Reuters News,2017-07-15,Two German tourists stabbed to death on Egyptian beach"";""Agence France Presse,2017-07-15,Germany confirms two nationals killed in Egypt attack"";""Agence France Presse,2017-07-15,Germany confirms two nationals killed in Egypt attack"";""Reuters News,2017-07-15,Berlin ""dismayed and furious"" over murder of German women in Egypt"";""Reuters News,2017-07-15,Berlin 'dismayed and furious' over murder of German women in Egypt"";""Xinhua News Agency,2017-07-15,Germany confirms 2 nationals killed in Egypt beach attack"";""Agence France Presse,2017-07-15,Egypt police probe motives of Red Sea beach attacker"";""Reuters News,2017-07-15,UPDATE 1-Berlin ""dismayed and furious"" over murder of German women in Egypt"";""Xinhua News Agency,2017-07-15,Attack in Egypt's Red Sea resort seen as IS-inspired: probe"";""Associated Press Newswires,2017-07-27,Czech woman injured in Egypt knife attack dies"";""Reuters News,2017-07-30,Egyptian in Red Sea knife attack supported Islamic State, sources say"";""Reuters News,2017-07-30,Egyptian in Red Sea knife attack was Islamic State supporter, sources say"";""Reuters News,2017-07-30,UPDATE 1-Egyptian in Red Sea knife attack supported Islamic State, sources say"";""Associated Press Newswires,2017-07-30,Egypt officials say resort knife attacker tasked by IS"";""ICG,2017-08-31,Egypt  JULY 2017""",Reuters News;Xinhua News Agency;Reuters News;Agence France Presse;Agence France Presse;Reuters News;Reuters News;Xinhua News Agency;Agence France Presse;Reuters News;Xinhua News Agency;Associated Press Newswires;Reuters News;Reuters News;Reuters News;Associated Press Newswires;ICG,2017-07-14;2017-07-14;2017-07-15;2017-07-15;2017-07-15;2017-07-15;2017-07-15;2017-07-15;2017-07-15;2017-07-15;2017-07-15;2017-07-27;2017-07-30;2017-07-30;2017-07-30;2017-07-30;2017-08-31,"UPDATE 5-Two German tourists stabbed to death on Egyptian beach;3rd LD-Writethru: 2 German tourists killed in knife attack in Egypt's Hurghada;Two German tourists stabbed to death on Egyptian beach;Germany confirms two nationals killed in Egypt attack;Germany confirms two nationals killed in Egypt attack;Berlin ""dismayed and furious"" over murder of German women in Egypt;Berlin 'dismayed and furious' over murder of German women in Egypt;Germany confirms 2 nationals killed in Egypt beach attack;Egypt police probe motives of Red Sea beach attacker;UPDATE 1-Berlin ""dismayed and furious"" over murder of German women in Egypt;Attack in Egypt's Red Sea resort seen as IS-inspired: probe;Czech woman injured in Egypt knife attack dies;Egyptian in Red Sea knife attack supported Islamic State, sources say;Egyptian in Red Sea knife attack was Islamic State supporter, sources say;UPDATE 1-Egyptian in Red Sea knife attack supported Islamic State, sources say;Egypt officials say resort knife attacker tasked by IS;Egypt  JULY 2017","Egyptian police
German officials",1,Hurghada town,hurghada,Red Sea governorate,,27.259958,EGY,33.819759,POINT (33.819759 27.259958),168908,Egypt,651,Middle East,1,1,2017-07-15 00:00:00.000,2017-07-15 00:00:00.000,0,0,3,0,3,3,3,,
247270,AFG-2017-3-973-202,2017,2017,2017,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,13,"""Agence France Presse,2017-11-24,At least 75 wounded in Egypt mosque attack: ministry official"";""Xinhua News Agency,2017-11-24,Urgent: 54 killed, 75 wounded in mosque attack in Egypt's Sinai: state media"";""Agence France Presse,2017-11-24,Egypt mosque attack death toll rises to 115: state media"";""Agence France Presse,2017-11-24,Death toll in Egypt mosque attack rises to 155: state TV"";""Agence France Presse,2017-11-24,Attack on mosque in Egypt's Sinai kills at least 155: state media"";""Agence France Presse,2017-11-24,Attack on mosque in Egypt's Sinai kills at least 235: state media"";""Agence France Presse,2017-11-25,Egypt mosque attack death toll rises to 305, including 27 children: prosecution"";""Xinhua News Agency,2017-11-25,Urgent: Militant gunmen in Egypt mosque attack were carrying Islamic State flag: prosecutor"";""Associated Press Newswires,2017-11-25,Survivors recall attack on mosque in Egypt's Sinai, 305 dead"";""Associated Press Newswires,2017-11-26,Egyptian village where mosque was attacked had been warned"";""Agence France Presse,2017-11-29,IS silent on Egypt massacre decried even by supporters"";""Associated Press Newswires,2017-12-02,US defense secretary meets with Egyptian officials in Cairo"";""BBC Monitoring Middle East,2017-12-04,Alleged Christian group claims Egypt mosque attack""",Agence France Presse;Xinhua News Agency;Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse;Xinhua News Agency;Associated Press Newswires;Associated Press Newswires;Agence France Presse;Associated Press Newswires;BBC Monitoring Middle East,2017-11-24;2017-11-24;2017-11-24;2017-11-24;2017-11-24;2017-11-24;2017-11-25;2017-11-25;2017-11-25;2017-11-26;2017-11-29;2017-12-02;2017-12-04,"At least 75 wounded in Egypt mosque attack: ministry official;Urgent: 54 killed, 75 wounded in mosque attack in Egypt's Sinai: state media;Egypt mosque attack death toll rises to 115: state media;Death toll in Egypt mosque attack rises to 155: state TV;Attack on mosque in Egypt's Sinai kills at least 155: state media;Attack on mosque in Egypt's Sinai kills at least 235: state media;Egypt mosque attack death toll rises to 305, including 27 children: prosecution;Urgent: Militant gunmen in Egypt mosque attack were carrying Islamic State flag: prosecutor;Survivors recall attack on mosque in Egypt's Sinai, 305 dead;Egyptian village where mosque was attacked had been warned;IS silent on Egypt massacre decried even by supporters;US defense secretary meets with Egyptian officials in Cairo;Alleged Christian group claims Egypt mosque attack","MENA, Health ministry spokesman Khaled Megahed, police official, Al-Ahram newspaper",1,Al-Rawdah village,al-Rawda mosque,North Sinai governorate,,31.040157,EGY,33.349437,POINT (33.349437 31.040157),174667,Egypt,651,Middle East,1,1,2017-11-24 00:00:00.000,2017-11-24 00:00:00.000,0,0,311,0,311,311,311,,
253624,AFG-2018-3-973-2,2018,2018,2018,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Associated Press Newswires,2018-01-14,Gunmen kill Christian in Egypt's Sinai""",Associated Press Newswires,2018-01-14,Gunmen kill Christian in Egypt's Sinai,Security officials,4,North Sinai governorate,North Sinai,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,1,2,2018-01-12 00:00:00.000,2018-01-14 00:00:00.000,0,0,0,0,0,1,0,,
262093,AFG-2018-3-973-89,2018,2018,2018,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""BBC Monitoring Middle East,2018-08-10,Islamic State claims killing ex-parliamentary candidate in Egypt""",BBC Monitoring Middle East,2018-08-10,Islamic State claims killing ex-parliamentary candidate in Egypt,"al-Naba, Egyptian media",1,Al ‘Arish town,Arish,North Sinai governorate,,31.128660,EGY,33.797117,POINT (33.797117 31.128660),174668,Egypt,651,Middle East,1,1,2018-08-03 00:00:00.000,2018-08-03 00:00:00.000,0,0,1,0,1,1,1,,
268904,AFG-2018-3-973-156,2018,2018,2018,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,3,"""Agence France Presse,2018-11-02,Seven dead in IS attack on bus carrying Egyptian Christians"";""Agence France Presse,2018-11-02,Seven dead in IS attack on bus carrying Egyptian Christians"";""Agence France Presse,2018-11-03,Major attacks against Egypt's Christians""",Agence France Presse;Agence France Presse;Agence France Presse,2018-11-02;2018-11-02;2018-11-03,Seven dead in IS attack on bus carrying Egyptian Christians;Seven dead in IS attack on bus carrying Egyptian Christians;Major attacks against Egypt's Christians,"local bishop, IS, security source",2,Al Minya town,near the city of Minya,Al Minya governorate,,28.109884,EGY,30.750299,POINT (30.750299 28.109884),170342,Egypt,651,Middle East,1,1,2018-11-02 00:00:00.000,2018-11-02 00:00:00.000,0,0,7,0,7,7,7,,
290607,AFG-2019-3-973-222,2019,2019,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Associated Press Newswires,2019-06-22,Officials: Militants kill 4 workers in Egypt's Sinai""",Associated Press Newswires,2019-06-22,Officials: Militants kill 4 workers in Egypt's Sinai,Egyptian officials,1,Al ‘Arish town,"el-Arish, city's airport.",North Sinai governorate,,31.128660,EGY,33.797117,POINT (33.797117 31.128660),174668,Egypt,651,Middle East,1,1,2019-06-22 00:00:00.000,2019-06-22 00:00:00.000,0,0,5,0,5,5,0,,
329548,AFG-2019-3-973-223,2019,2019,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""dpa International Service in English,2019-07-18,1ST LEAD Witnesses: Suspected militants kill five in Egypt's restive Sinai By Hatem al-Bolok, dpa""",dpa International Service in English,2019-07-18,"1ST LEAD Witnesses: Suspected militants kill five in Egypt's restive Sinai By Hatem al-Bolok, dpa",local security official,4,Central Sinai governorate,road in central Sinai,Central Sinai governorate,,29.900000,EGY,33.700000,POINT (33.700000 29.900000),172508,Egypt,651,Middle East,1,1,2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,0,0,3,0,3,3,0,,
300303,AFG-2019-3-973-113,2019,2019,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""ICG,2019-09-01,Egypt  AUGUST 2019""",ICG,2019-09-01,Egypt  AUGUST 2019,ICG,4,North Sinai governorate,North Sinai,North Sinai governorate,,30.500000,EGY,33.700000,POINT (33.700000 30.500000),173948,Egypt,651,Middle East,1,2,2019-08-04 00:00:00.000,2019-08-06 00:00:00.000,0,0,2,0,2,2,2,,
7268,EGY-1992-3-1184-1,1992,1992,1992,0,Clear,3,341,526,al-Gama'a al-Islamiyya - Civilians,341,993,al-Gama'a al-Islamiyya - Civilians,341,341,al-Gama'a al-Islamiyya,9999,1,Civilians,-1,"Reuters, 1994-02-26",,,,Egyptian courts,1,Cairo city,Cairo city,Cairo governorate,,30.050000,EGY,31.250000,POINT (31.250000 30.050000),173223,Egypt,651,Middle East,1,1,1992-06-08 00:00:00.000,1992-06-08 00:00:00.000,0,0,1,0,1,1,1,,
7065,EGY-1992-3-1184-2,1992,1992,1992,0,Clear,3,341,526,al-Gama'a al-Islamiyya - Civilians,341,993,al-Gama'a al-Islamiyya - Civilians,341,341,al-Gama'a al-Islamiyya,9999,1,Civilians,-1,"Reuters, 1992-10-21",,,,police,1,Dayrut town,"Dayrut town, Assiut governorate",Assiut governorate,,27.558611,EGY,30.807778,POINT (30.807778 27.558611),169622,Egypt,651,Middle East,1,1,1992-10-21 00:00:00.000,1992-10-21 00:00:00.000,0,0,1,0,1,1,1,,
7059,EGY-1993-3-1184-1,1993,1993,1993,0,Clear,3,341,526,al-Gama'a al-Islamiyya - Civilians,341,993,al-Gama'a al-Islamiyya - Civilians,341,341,al-Gama'a al-Islamiyya,9999,1,Civilians,-1,"Reuters, 1993-01-04",,,,security sources,1,Izbet Hanna,Izbet Hanna (near Dayrut town),Al Minya governorate,,28.116667,EGY,30.666667,POINT (30.666667 28.116667),170342,Egypt,651,Middle East,1,1,1993-01-04 00:00:00.000,1993-01-04 00:00:00.000,0,0,1,0,1,1,1,,
7204,EGY-1993-3-1184-3,1993,1993,1993,0,Clear,3,341,526,al-Gama'a al-Islamiyya - Civilians,341,993,al-Gama'a al-Islamiyya - Civilians,341,341,al-Gama'a al-Islamiyya,9999,1,Civilians,-1,"Reuters, 1993-07-17",,,,security sources,1,Musha town,Musha town,Assiut governorate,,27.112500,EGY,31.234722,POINT (31.234722 27.112500),168903,Egypt,651,Middle East,1,1,1993-07-16 00:00:00.000,1993-07-16 00:00:00.000,0,0,1,0,1,1,1,,
7288,EGY-1993-3-1184-4,1993,1993,1993,0,Clear,3,341,526,al-Gama'a al-Islamiyya - Civilians,341,993,al-Gama'a al-Islamiyya - Civilians,341,341,al-Gama'a al-Islamiyya,9999,1,Civilians,-1,"Reuters, 1993-08-05",,,,security sources,1,Dayrut ash Sharif town,Dayrut ash Sharif town,Assiut governorate,,27.583889,EGY,30.816111,POINT (30.816111 27.583889),169622,Egypt,651,Middle East,1,1,1993-08-05 00:00:00.000,1993-08-05 00:00:00.000,0,0,1,0,1,1,1,,
7061,EGY-1993-3-1184-5,1993,1993,1993,0,Clear,3,341,526,al-Gama'a al-Islamiyya - Civilians,341,993,al-Gama'a al-Islamiyya - Civilians,341,341,al-Gama'a al-Islamiyya,9999,1,Civilians,-1,"Reuters, 1993-09-19",,,,security sources,1,Dayrut town,"Dayrut town, Assiut governorate",Assiut governorate,,27.558611,EGY,30.807778,POINT (30.807778 27.558611),169622,Egypt,651,Middle East,1,1,1993-09-18 00:00:00.000,1993-09-18 00:00:00.000,0,0,1,0,1,1,1,,
7465,EGY-1993-3-1184-6,1993,1993,1993,0,Clear,3,341,526,al-Gama'a al-Islamiyya - Civilians,341,993,al-Gama'a al-Islamiyya - Civilians,341,341,al-Gama'a al-Islamiyya,9999,1,Civilians,-1,"Reuters, 1993-12-23",,,,security sources,1,Assiut town,Assiut town,Assiut governorate,,27.180956,EGY,31.183683,POINT (31.183683 27.180956),168903,Egypt,651,Middle East,1,1,1993-12-23 00:00:00.000,1993-12-23 00:00:00.000,0,0,1,0,1,1,1,,
7149,EGY-1994-3-1184-14,1994,1994,1994,0,Clear,3,341,526,al-Gama'a al-Islamiyya - Civilians,341,993,al-Gama'a al-Islamiyya - Civilians,341,341,al-Gama'a al-Islamiyya,9999,1,Civilians,-1,"Reuters, 1994-12-01",,,,Egyptian Organisation for Human Rights (EOHR),5,Southern Egypt,Southern Egypt,,,23.083333,EGY,32.666667,POINT (32.666667 23.083333),163146,Egypt,651,Middle East,2,5,1994-01-01 00:00:00.000,1994-12-31 00:00:00.000,0,0,0,0,0,14,0,,
7492,EGY-1994-3-1184-1,1994,1994,1994,0,Clear,3,341,526,al-Gama'a al-Islamiyya - Civilians,341,993,al-Gama'a al-Islamiyya - Civilians,341,341,al-Gama'a al-Islamiyya,9999,1,Civilians,-1,"Reuters, 1994-03-04",,,,police,1,Mir town,Mir town (village),Assiut governorate,,27.450000,EGY,30.733333,POINT (30.733333 27.450000),168902,Egypt,651,Middle East,1,1,1994-03-01 00:00:00.000,1994-03-01 00:00:00.000,0,0,1,0,1,1,1,,
7094,EGY-1994-3-1184-3,1994,1994,1994,0,Clear,3,341,526,al-Gama'a al-Islamiyya - Civilians,341,993,al-Gama'a al-Islamiyya - Civilians,341,341,al-Gama'a al-Islamiyya,9999,1,Civilians,-1,"BBC, 1994-03-18",,,,German embassy in Cairo,4,Assiut governorate,Assiut governorate,Assiut governorate,,27.333333,EGY,30.833333,POINT (30.833333 27.333333),168902,Egypt,651,Middle East,1,1,1994-03-04 00:00:00.000,1994-03-04 00:00:00.000,0,0,1,0,1,1,1,,
7354,EGY-1994-3-1184-2,1994,1994,1994,0,Clear,3,341,526,al-Gama'a al-Islamiyya - Civilians,341,993,al-Gama'a al-Islamiyya - Civilians,341,341,al-Gama'a al-Islamiyya,9999,1,Civilians,-1,"Reuters, 1994-03-11",,,,police,1,El Qusiya town,Al Qusiyah town,Assiut governorate,,27.444444,EGY,30.816667,POINT (30.816667 27.444444),168902,Egypt,651,Middle East,1,1,1994-03-11 00:00:00.000,1994-03-11 00:00:00.000,0,0,0,0,0,5,0,,
7026,EGY-1994-3-1184-4,1994,1994,1994,0,Clear,3,341,526,al-Gama'a al-Islamiyya - Civilians,341,993,al-Gama'a al-Islamiyya - Civilians,341,341,al-Gama'a al-Islamiyya,9999,1,Civilians,-1,"BBC, 1994-08-06",,,,security sources,1,Al Badari town,El Badari town,Red Sea governorate,,26.992222,EGY,31.415278,POINT (31.415278 26.992222),168183,Egypt,651,Middle East,1,1,1994-08-02 00:00:00.000,1994-08-02 00:00:00.000,0,0,1,0,1,1,1,,
7142,EGY-1994-3-1184-5,1994,1994,1994,0,Clear,3,341,526,al-Gama'a al-Islamiyya - Civilians,341,993,al-Gama'a al-Islamiyya - Civilians,341,341,al-Gama'a al-Islamiyya,9999,1,Civilians,-1,"Reuters, 1994-08-26",,,,security sources,1,Nag Hamadi town,Nag Hamadi town,Qena governorate,,26.051389,EGY,32.238611,POINT (32.238611 26.051389),167465,Egypt,651,Middle East,1,1,1994-08-26 00:00:00.000,1994-08-26 00:00:00.000,0,0,1,0,1,1,1,,
